Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=2.6534)   P(D|M,rr[2]=0.2289)   P(D|M,rr[3]=0.4957)   P(D|M,rr[4]=1.0697)   Posterior mean        
1600   1.34275e-12     1.96324e-19           3.78663e-12           1.09068e-12           1.77939e-15           0.288759              
1601   7.74428e-16     1.25449e-19           6.88662e-16           2.07503e-15           5.67384e-17           0.44089               
1602   8.03859e-14     1.31372e-19           1.87497e-13           1.04267e-13           3.84772e-16           0.325069              
1603   1.03973e-14     1.5299e-19            1.46536e-14           2.28966e-14           2.64459e-16           0.395816              
1604   5.7599e-15      1.29753e-19           7.69928e-15           1.30718e-14           1.81194e-16           0.402014              
1605   1.60347e-16     1.06676e-19           6.94554e-17           4.88593e-16           2.74716e-17           0.488562              
1606   7.03649e-14     1.22531e-19           1.70641e-13           8.47987e-14           2.79155e-16           0.318148              
1607   2.7098e-15      1.18612e-19           2.69761e-15           7.05688e-15           1.05289e-16           0.428138              
1608   9.24033e-16     1.41493e-19           6.97076e-16           2.58834e-15           8.13063e-17           0.452887              
1609   2.65065e-16     1.69176e-19           9.50991e-17           8.08369e-16           6.65523e-17           0.50536               
1610   5.76356e-18     1.12497e-19           6.51995e-19           1.54862e-17           5.25148e-18           0.625536              
1611   9.08194e-16     1.19681e-19           6.83005e-16           2.54586e-15           8.01815e-17           0.453092              
1612   3.31976e-17     1.2765e-19            5.50269e-18           9.94442e-17           1.73612e-17           0.559616              
1613   2.89082e-18     1.09338e-19           1.40567e-19           6.60941e-18           4.08316e-18           0.709565              
1614   3.66008e-16     1.29347e-19           2.65737e-16           1.02691e-15           4.18103e-17           0.45879               
1615   6.84827e-17     1.1924e-19            2.80897e-17           2.07284e-16           1.49642e-17           0.497432              
1616   2.91154         8.56617e-20           2.89112e-22           9.39926e-20           4.62429e-19           6.2274e-20            
1617   1.52035e-18     6.87564e-20           7.7471e-20            3.67969e-18           1.90831e-18           0.690241              
1618   1.91074e-16     1.18e-19              1.29599e-16           5.43087e-16           2.41651e-17           0.464155              
1619   1.52968e-12     1.43272e-19           4.64829e-12           9.08772e-13           9.46566e-16           0.272596              
1620   8.09205e-18     1.10107e-19           4.78085e-19           2.10787e-17           8.63465e-18           0.649111              
1621   5.90295e-16     8.97387e-20           6.01362e-16           1.5183e-15            2.86711e-17           0.42786               
1622   5.06127e-13     1.53858e-19           1.50815e-12           3.304e-13             4.67925e-16           0.27697               
1623   3.38279e-11     1.64309e-19           1.12624e-10           1.02744e-11           4.86943e-15           0.251183              
1624   2.7043e-14      8.7175e-20            6.49947e-14           3.31727e-14           1.12736e-16           0.319772              
1625   1.48949e-15     1.27981e-19           2.20671e-15           3.16678e-15           4.42272e-17           0.391153              
1626   7.59198e-18     9.71959e-20           1.07035e-18           2.16459e-17           5.34027e-18           0.591009              
1627   4.31165e-17     9.85799e-20           1.48592e-17           1.29508e-16           1.36477e-17           0.516429              
1628   2.2368e-18      8.75633e-20           2.77723e-19           5.90392e-18           2.09274e-18           0.63675               
1629   2.487e-14       1.33598e-19           5.7423e-14            3.27965e-14           1.71619e-16           0.327099              
1630   9.35904e-15     1.54593e-19           1.59406e-14           1.79429e-14           1.439e-16             0.3728                
1631   4.27675e-18     1.21441e-19           2.00952e-19           1.02047e-17           5.60793e-18           0.691183              
1632   1.32993e-17     7.6971e-20            3.9552e-18            3.96238e-17           5.22783e-18           0.532315              
1633   1.32343e-14     1.67902e-19           1.95569e-14           2.82698e-14           3.02274e-16           0.390424              
1634   6.83048e-18     9.03246e-20           1.01498e-18           1.9478e-17            4.74087e-18           0.589305              
1635   3.72848e-18     7.63869e-20           5.47987e-19           1.05894e-17           2.6201e-18            0.593818              
1636   8.92584e-13     1.40797e-19           2.5855e-12            6.56804e-13           9.7436e-16            0.2831                
1637   1.23278e-16     1.61382e-19           3.91189e-17           3.73854e-16           3.88986e-17           0.517868              
1638   5.98084e-16     1.37995e-19           4.30988e-16           1.68851e-15           6.03719e-17           0.457244              
1639   4.71008e-18     7.93638e-20           4.72728e-19           1.34541e-17           3.48233e-18           0.600866              
1640   1.63935e-13     1.25589e-19           4.09298e-13           1.85964e-13           4.82662e-16           0.312741              
1641   8.64954e-15     1.06747e-19           1.49315e-14           1.63831e-14           1.3318e-16            0.371109              
1642   1.32464e-18     8.58924e-20           1.22477e-19           3.19957e-18           1.58761e-18           0.687674              
1643   1.83449e-18     9.26344e-20           6.14597e-20           3.92257e-18           2.90457e-18           0.740502              
1644   2.56107e-14     1.49832e-19           5.46658e-14           3.81946e-14           2.31295e-16           0.340216              
1645   4.00244e-16     1.21198e-19           2.86282e-16           1.13114e-15           4.14526e-17           0.458042              
1646   3.60208e-14     1.42466e-19           8.49859e-14           4.57184e-14           2.09759e-16           0.323241              
1647   5.19822e-13     1.53888e-19           1.52833e-12           3.59894e-13           5.82084e-16           0.279913              
1648   4.23979e-16     1.41819e-19           1.95458e-16           1.29014e-15           6.1605e-17            0.48267               
1649   9.71911e-17     1.04909e-19           3.73707e-17           2.95674e-16           2.24e-17              0.500731              
1650   1.27846e-18     9.77023e-20           4.79658e-20           2.65676e-18           2.07682e-18           0.757354              
1651   4.03718e-19     9.23161e-20           3.18859e-21           4.50664e-19           1.05002e-18           0.964739              
1652   5.87762         8.77503e-20           1.65136e-21           2.80708e-19           9.00743e-19           5.51565e-20           
1653   7.41808e-14     1.71119e-19           1.7024e-13            9.89712e-14           3.91646e-16           0.327895              
1654   5.17167e-18     8.05347e-20           4.7812e-19            1.48641e-17           3.77293e-18           0.599497              
1655   7.49475e-14     1.6226e-19            1.7411e-13            9.78337e-14           4.4934e-16            0.325929              
1656   1.29162e-18     7.73291e-20           6.7182e-20            3.00745e-18           1.73595e-18           0.70918               
1657   4.21671e-18     8.47157e-20           4.58603e-19           1.13397e-17           3.84976e-18           0.626365              
1658   1.5785e-16      1.24415e-19           7.05768e-17           4.79199e-16           2.65644e-17           0.487158              
1659   2.52001e-16     9.92397e-20           2.13868e-16           6.83079e-16           2.10459e-17           0.445429              
1660   9.29738e-16     1.10202e-19           8.39259e-16           2.48893e-15           5.67693e-17           0.438148              
1661   2.79113e-15     1.51411e-19           3.93746e-15           6.10896e-15           1.08468e-16           0.397645              
1662   6.24435e-17     8.63414e-20           2.58325e-17           1.90203e-16           1.20882e-17           0.493471              
1663   1.18813e-17     9.35346e-20           2.24826e-18           3.56888e-17           5.7558e-18            0.554166              
1664   3.92487e-17     9.12001e-20           1.46026e-17           1.18403e-16           1.06583e-17           0.508033              
1665   7.85667e-17     8.68242e-20           3.32643e-17           2.3781e-16            1.60502e-17           0.494161              
1666   2.29145e-15     1.09254e-19           3.06287e-15           5.20285e-15           6.93967e-17           0.401862              
1667   2.2565e-16      1.13247e-19           1.00349e-16           6.85028e-16           3.86282e-17           0.487622              
1668   1.37649e-12     1.45441e-19           4.10785e-12           8.92513e-13           1.08753e-15           0.276619              
1669   6.00762e-17     8.2335e-20            2.5703e-17            1.82522e-16           1.12081e-17           0.491428              
1670   2.10643e-16     8.22748e-20           1.84635e-16           5.64441e-16           1.83285e-17           0.44388               
1671   6.435e-16       1.10726e-19           5.55501e-16           1.74276e-15           4.51439e-17           0.442361              
1672   2.55407e-14     1.2234e-19            5.95981e-14           3.30792e-14           1.48363e-16           0.325142              
1673   1.91725e-16     1.65297e-19           5.99041e-17           5.86146e-16           5.63656e-17           0.514966              
1674   3.34713e-18     9.47652e-20           2.03398e-19           8.38001e-18           3.90123e-18           0.669404              
1675   8.49507e-18     1.06748e-19           9.34701e-19           2.32647e-17           7.33025e-18           0.615868              
1676   9.4669e-19      8.36287e-20           3.86614e-20           2.03424e-18           1.45092e-18           0.749231              
1677   6.44939e-18     8.67291e-20           1.12436e-18           1.8867e-17            3.7629e-18            0.571773              
1678   2.83995e-18     8.85991e-20           1.35309e-19           6.70514e-18           3.79441e-18           0.695886              
1679   1.25037e-12     1.57326e-19           3.71417e-12           8.2803e-13            1.03176e-15           0.277641              
1680   3.01907e-16     1.34319e-19           1.75164e-16           8.82704e-16           4.38062e-17           0.473934              
1681   4.48343e-16     1.24694e-19           3.09844e-16           1.27298e-15           5.19247e-17           0.46155               
1682   2.37508e-16     1.04803e-19           1.92615e-16           6.54274e-16           1.81392e-17           0.447203              
1683   6.53459e-14     1.73836e-19           1.44581e-13           9.24838e-14           4.4141e-16            0.334157              
1684   2.8014e-17      1.13467e-19           7.01278e-18           8.3292e-17            1.27075e-17           0.543627              
1685   7.69867e-14     1.2547e-19            1.78382e-13           1.01034e-13           3.81075e-16           0.326223              
1686   8.66791e-15     1.70248e-19           1.24378e-14           1.88475e-14           2.41633e-16           0.394289              
1687   4.60783e-15     1.47891e-19           7.04607e-15           9.59756e-15           1.14201e-16           0.386933              
1688   1.77918e-17     8.73211e-20           6.80608e-18           5.31662e-17           5.14943e-18           0.51093               
1689   3.29751e-15     1.26914e-19           5.03172e-15           6.88242e-15           7.7928e-17            0.387009              
1690   4.87906e-15     1.94753e-19           4.31878e-15           1.3156e-14            2.88039e-16           0.439112              
1691   0.870323        6.74359e-20           1.39845e-23           1.00408e-20           1.24287e-19           8.09304e-20           
1692   4.62865e-16     9.55083e-20           4.04981e-16           1.24631e-15           3.44846e-17           0.442136              
1693   1.37539e-11     1.75489e-19           4.53493e-11           4.61936e-12           2.41042e-15           0.253548              
1694   1.58569e-12     2.03613e-19           4.64566e-12           1.1143e-12            1.7422e-15            0.28067               
1695   1.23232e-12     2.0373e-19            3.65484e-12           8.21723e-13           1.09174e-15           0.27799               
1696   3.38437e-16     1.54889e-19           1.87227e-16           9.9251e-16            5.59178e-17           0.478785              
1697   5.54929e-14     1.12272e-19           1.2711e-13            7.42896e-14           2.82843e-16           0.32819               
1698   2.99835e-16     9.22798e-20           2.53587e-16           8.13602e-16           2.50815e-17           0.445626              
1699   9.11431e-18     1.22739e-19           8.81486e-19           2.48428e-17           8.12332e-18           0.621277              
1700   5.90928e-18     8.06959e-20           8.74602e-19           1.70199e-17           3.91598e-18           0.58507               
1701   1.1641e-13      1.82975e-19           2.7397e-13            1.48539e-13           5.59687e-16           0.323526              
1702   2.04112e-18     1.09914e-19           7.42953e-20           4.293e-18             3.29883e-18           0.746427              
1703   1.18102e-16     9.39288e-20           5.24655e-17           3.59097e-16           1.96259e-17           0.487072              
1704   1.88339e-12     1.96601e-19           5.58191e-12           1.2597e-12            1.74044e-15           0.278147              
1705   1.58659e-17     9.32067e-20           2.84681e-18           4.77325e-17           7.80163e-18           0.555051              
1706   1.67829e-17     1.16309e-19           2.33756e-18           4.86876e-17           1.09881e-17           0.581649              
1707   4.9988e-16      1.32205e-19           3.41744e-16           1.42484e-15           5.58894e-17           0.46152               
1708   4.93916e-17     1.2597e-19            9.33078e-18           1.51539e-16           2.06321e-17           0.542379              
1709   1.51182e-15     1.19403e-19           2.18804e-15           3.26566e-15           4.53226e-17           0.393705              
1710   4.50527e-17     9.96479e-20           1.59167e-17           1.36095e-16           1.29733e-17           0.511695              
1711   9.66493e-17     1.22371e-19           4.143e-17             2.92576e-16           1.91302e-17           0.492939              
1712   6.03178e-13     1.68744e-19           1.71802e-12           4.72868e-13           8.47647e-16           0.286698              
1713   4.37918e-17     1.2262e-19            1.32216e-17           1.31147e-16           1.63525e-17           0.527883              
1714   5.79928e-16     1.40416e-19           3.59833e-16           1.68056e-15           7.49636e-17           0.468634              
1715   2.90072e-16     1.16147e-19           2.17036e-16           8.06879e-16           3.37246e-17           0.457471              
1716   3.88293e-17     9.91047e-20           1.19402e-17           1.17588e-16           1.28208e-17           0.521214              
1717   1.32585e-11     1.84306e-19           4.39983e-11           4.17006e-12           2.40015e-15           0.251983              
1718   2.57368e-14     1.35486e-19           5.7673e-14            3.57027e-14           1.65978e-16           0.332034              
1719   2.90259e-17     1.06323e-19           1.16811e-17           8.7249e-17            7.2196e-18            0.503136              
1720   2.50686e-16     1.169e-19             1.99575e-16           6.87724e-16           2.6445e-17            0.452448              
1721   3.97896e-16     1.10482e-19           3.42374e-16           1.07347e-15           3.37022e-17           0.444682              
1722   5.54504e-12     2.03398e-19           1.68104e-11           3.33375e-12           3.4027e-15            0.273118              
1723   4.18281e-18     8.13022e-20           6.82455e-19           1.20692e-17           2.65747e-18           0.582584              
1724   3.17509e-16     9.77029e-20           2.58943e-16           8.70722e-16           2.70431e-17           0.448061              
1725   2.56017e-16     1.64862e-19           1.02271e-16           7.7886e-16            5.48344e-17           0.497125              
1726   7.78811e-19     7.341e-20             3.7784e-20            1.81766e-18           1.02324e-18           0.72012               
1727   1.34556e-15     1.66096e-19           9.38918e-16           3.84659e-15           1.17001e-16           0.456884              
1728   2.72036e-18     1.16683e-19           1.14369e-19           5.98966e-18           4.10633e-18           0.72606               
1729   1.61637e-13     1.36323e-19           3.81098e-13           2.05645e-13           6.87143e-16           0.323135              
1730   1.70369         7.63759e-20           1.59758e-22           4.9027e-20            2.55854e-19           6.77535e-20           
1731   3.65478e-15     1.16539e-19           5.33033e-15           7.86412e-15           9.82636e-17           0.392425              
1732   3.52426e-16     1.39105e-19           2.79806e-16           9.70424e-16           3.40644e-17           0.45132               
1733   8.93156e-16     1.35692e-19           6.90236e-16           2.48278e-15           8.14718e-17           0.451993              
1734   1.35868e-16     1.35924e-19           3.14944e-17           4.25864e-16           4.046e-17             0.52149               
1735   3.2783e-15      1.46342e-19           3.5998e-15            8.16731e-15           1.64643e-16           0.422222              
1736   2.02376e-14     1.40963e-19           3.29672e-14           4.03175e-14           2.94511e-16           0.378132              
1737   6.55293e-16     1.34998e-19           5.04946e-16           1.8227e-15            6.01224e-17           0.452257              
1738   1.36657e-18     8.33249e-20           6.55285e-20           3.16272e-18           1.86301e-18           0.712699              
1739   5.14607e-18     7.80813e-20           7.07847e-19           1.45518e-17           3.76316e-18           0.596257              
1740   8.92363e-12     1.79799e-19           2.95728e-11           2.84709e-12           1.5762e-15            0.252315              
1741   1.43088e-17     9.53131e-20           3.99292e-18           4.25778e-17           5.96569e-18           0.537434              
1742   3.8772e-18      1.2501e-19            1.53736e-19           8.54174e-18           5.89098e-18           0.723008              
1743   3.44037e-16     1.17596e-19           2.35706e-16           9.79564e-16           3.90688e-17           0.461695              
1744   5.94631e-17     1.30623e-19           1.7953e-17            1.82213e-16           1.76454e-17           0.516712              
1745   9.75448e-12     1.11007e-19           3.25208e-11           2.91785e-12           1.33804e-15           0.250844              
1746   1.1888e-18      8.14361e-20           4.13255e-20           2.49282e-18           1.91766e-18           0.752489              
1747   2.03408e-15     1.37854e-19           2.35372e-15           4.94623e-15           1.03338e-16           0.417976              
1748   3.00738e-17     9.77625e-20           1.23053e-17           8.97527e-17           7.98272e-18           0.504839              
1749   2.14002e-15     1.00742e-19           2.89396e-15           4.827e-15             6.31324e-17           0.4006                
1750   3.09609e-14     1.23519e-19           7.02346e-14           4.21227e-14           1.68134e-16           0.32986               
1751   2.13416e-18     8.65118e-20           2.78264e-19           5.69681e-18           1.90873e-18           0.631033              
1752   2.22284e-14     1.796e-19             3.11491e-14           4.92074e-14           4.79504e-16           0.395855              
1753   3.92919e-17     1.04577e-19           1.24372e-17           1.19144e-16           1.24039e-17           0.518536              
1754   7.01618e-09     1.90285e-19           2.50975e-08           3.92444e-10           2.40906e-14           0.232965              
1755   3.39179e-10     1.63177e-19           1.19047e-09           4.17851e-11           6.437e-15             0.237905              
1756   2.15333e-16     1.10799e-19           1.9019e-16            5.76064e-16           1.81603e-17           0.44306               
1757   8.22352e-16     8.3455e-20            7.78437e-16           2.17518e-15           3.92795e-17           0.433023              
1758   7.33673e-18     6.30791e-20           1.38965e-18           2.23494e-17           3.20277e-18           0.547653              
1759   1.31997e-16     1.18298e-19           4.7366e-17            4.03417e-16           3.21451e-17           0.504394              
1760   2.39637e-14     8.65463e-20           5.6475e-14            3.05022e-14           1.14379e-16           0.323288              
1761   2.63107e-15     9.67315e-20           4.43649e-15           5.08156e-15           4.87685e-17           0.374511              
1762   8.72761         8.6572e-20            1.75171e-21           4.79743e-19           1.30405e-18           5.24353e-20           
1763   2.53073e-15     1.34354e-19           4.00791e-15           5.13428e-15           6.13595e-17           0.382859              
1764   1.46823e-12     1.67209e-19           4.3729e-12            9.60682e-13           1.25572e-15           0.277066              
1765   1.99012e-16     1.44521e-19           7.99381e-17           6.06283e-16           4.11841e-17           0.495968              
1766   1.91935         6.78056e-20           2.61413e-22           6.91139e-20           2.87597e-19           6.35647e-20           
1767   3.88488e-14     1.69431e-19           8.24446e-14           5.8392e-14            3.76937e-16           0.341214              
1768   4.56178e-14     1.85308e-19           9.95983e-14           6.58194e-14           3.93991e-16           0.336572              
1769   3.35878         9.81887e-20           1.96915e-22           7.84149e-20           5.67442e-19           6.36344e-20           
1770   1.13095e-12     1.75248e-19           3.34446e-12           7.63871e-13           1.01291e-15           0.278624              
1771   4.51484e-19     8.99658e-20           5.19159e-21           6.15856e-19           1.05909e-18           0.915384              
1772   8.94865e-15     1.26318e-19           9.39684e-15           2.2873e-14            2.83866e-16           0.423101              
1773   1.10574e-17     8.83728e-20           3.52252e-18           3.1901e-17            5.22481e-18           0.54302               
1774   1.25015e-16     1.36889e-19           4.99272e-17           3.80884e-16           2.61216e-17           0.496583              
1775   6.1373          8.54879e-20           2.8239e-21            3.74171e-19           8.54353e-19           5.27097e-20           
1776   3.71074e-15     1.12963e-19           5.65136e-15           7.75115e-15           9.29006e-17           0.387422              
1777   1.09319e-15     1.42324e-19           1.00754e-15           2.90263e-15           7.01851e-17           0.437207              
1778   2.14141e-11     1.93516e-19           7.12267e-11           6.57155e-12           3.33282e-15           0.251417              
1779   4.32277e-15     1.34824e-19           5.91527e-15           9.67473e-15           1.34298e-16           0.399634              
1780   3.68762e-16     9.84924e-20           2.45558e-16           1.06003e-15           3.86018e-17           0.461811              
1781   2.70929e-10     1.88753e-19           9.50048e-10           3.425e-11             5.15441e-15           0.238142              
1782   4.70024e-16     1.16318e-19           4.32495e-16           1.24446e-15           3.48464e-17           0.438781              
1783   2.99559e-15     1.25523e-19           4.12945e-15           6.66245e-15           1.0591e-16            0.399506              
1784   1.0748e-16      1.28945e-19           4.16294e-17           3.24313e-16           2.73799e-17           0.504029              
1785   5.7607e-16      1.5677e-19            4.24384e-16           1.61516e-15           6.02764e-17           0.456607              
1786   3.742e-18       1.16538e-19           1.68548e-19           8.49164e-18           5.3915e-18            0.710953              
1787   2.33585e-16     9.20801e-20           1.20002e-16           7.03867e-16           2.79243e-17           0.475158              
1788   2.98091e-18     9.52323e-20           3.3101e-19            7.67351e-18           3.06564e-18           0.647785              
1789   6.54362e-18     9.78511e-20           4.23573e-19           1.72046e-17           6.75724e-18           0.644387              
1790   6.95649e-17     7.0356e-20            3.5811e-17            2.08216e-16           9.76008e-18           0.478303              
1791   6.0412e-16      1.20428e-19           4.08285e-16           1.73281e-15           6.07866e-17           0.460474              
1792   1.16488e-15     1.10232e-19           1.70674e-15           2.49107e-15           3.9732e-17            0.392987              
1793   7.67998e-17     1.23365e-19           1.8663e-17            2.34141e-16           2.91806e-17           0.532621              
1794   9.83181e-17     1.24916e-19           3.72048e-17           2.98573e-16           2.38978e-17           0.503053              
1795   6.81509e-14     1.07096e-19           1.70536e-13           7.69218e-14           2.04439e-16           0.312336              
1796   8.89075e-19     9.56782e-20           1.60045e-20           1.58076e-18           1.7371e-18            0.81923               
1797   1.26957e-15     9.13153e-20           1.88845e-15           2.68852e-15           4.11901e-17           0.391101              
1798   4.9701e-17      1.3981e-19            1.20261e-17           1.4708e-16            2.38244e-17           0.547364              
1799   1.4795e-11      2.00309e-19           4.92654e-11           4.48581e-12           2.17837e-15           0.251145              
1800   1.95958e-18     9.42862e-20           7.86005e-20           4.24838e-18           3.02729e-18           0.733511              
1801   3.16675e-16     1.27023e-19           1.45436e-16           9.6176e-16            4.8675e-17            0.484023              
1802   2.70605e-18     9.3649e-20            3.09916e-19           7.23592e-18           2.467e-18             0.632076              
1803   5.41601e-16     9.93187e-20           5.12303e-16           1.42587e-15           3.36877e-17           0.435163              
1804   2.50012e-14     8.79646e-20           5.89148e-14           3.18291e-14           1.17827e-16           0.323294              
1805   1.22298         6.84621e-20           5.49651e-23           2.7991e-20            1.8062e-19            7.22584e-20           
1806   2.69248e-12     1.86334e-19           8.07653e-12           1.70462e-12           1.9144e-15            0.275479              
1807   2.36163e-16     1.32487e-19           1.42131e-16           6.81919e-16           3.80763e-17           0.47469               
1808   2.02516e-14     9.62983e-20           4.74587e-14           2.60371e-14           1.05719e-16           0.324324              
1809   1.8801e-07      2.53671e-19           6.78702e-07           4.33852e-09           9.96527e-14           0.230552              
1810   4.46334e-18     1.00689e-19           5.81957e-19           1.24584e-17           3.45323e-18           0.606035              
1811   3.06742e-17     7.94462e-20           1.11644e-17           9.26966e-17           8.41988e-18           0.50916               
1812   1.80851e-16     1.29719e-19           1.15009e-16           5.19495e-16           2.52965e-17           0.469216              
1813   2.99483e-18     8.94341e-20           8.15428e-20           6.72012e-18           4.46171e-18           0.718675              
1814   6.751e-19       8.45812e-20           1.09877e-20           1.13795e-18           1.37982e-18           0.839863              
1815   2.22604e-16     8.44201e-20           1.66626e-16           6.23354e-16           2.12045e-17           0.45445               
1816   9.02017e-14     1.58066e-19           2.10876e-13           1.16485e-13           4.63854e-16           0.324724              
1817   1.04666e-17     1.03004e-19           1.31455e-18           2.9577e-17            7.86029e-18           0.597619              
1818   5.27095e-13     1.59816e-19           1.55482e-12           3.59835e-13           5.74003e-16           0.279197              
1819   1.98054e-14     1.27406e-19           4.67048e-14           2.51616e-14           1.14224e-16           0.32332               
1820   3.16812e-18     7.07816e-20           4.67436e-19           8.96535e-18           2.25563e-18           0.5959                
1821   5.22435e-13     1.45473e-19           1.5408e-12            3.5687e-13            6.31467e-16           0.279252              
1822   9.58197e-18     9.69809e-20           1.52696e-18           2.77551e-17           6.08212e-18           0.578723              
1823   7.02425e-15     1.50319e-19           1.1491e-14            1.39232e-14           1.26515e-16           0.378123              
1824   6.52363e-16     1.28454e-19           4.92323e-16           1.82326e-15           6.17041e-17           0.453823              
1825   4.85322e-15     1.27572e-19           7.7223e-15            9.82578e-15           1.00036e-16           0.381781              
1826   5.80862e-18     9.18797e-20           9.02467e-19           1.67892e-17           3.7258e-18            0.582447              
1827   1.70479e-15     9.32994e-20           2.59873e-15           3.56133e-15           3.9699e-17            0.387081              
1828   2.28001e-13     1.33132e-19           5.63877e-13           2.6399e-13            7.01602e-16           0.314491              
1829   1.92798e-17     6.92733e-20           3.71032e-18           5.94648e-17           7.61529e-18           0.539339              
1830   9.85671e-10     2.75819e-19           3.44693e-09           1.34063e-10           2.38454e-14           0.238847              
1831   4.87395         6.44198e-20           4.84992e-21           4.45602e-19           5.13656e-19           4.7549e-20            
1832   8.01256e-10     2.43286e-19           2.79873e-09           1.12279e-10           1.88325e-14           0.239149              
1833   6.71903e-16     1.68498e-19           4.35431e-16           1.93569e-15           7.89187e-17           0.464932              
1834   8.72078e-14     1.57066e-19           2.00024e-13           1.16469e-13           4.54478e-16           0.32798               
1835   2.0483e-12      2.23316e-19           5.92494e-12           1.51536e-12           2.39017e-15           0.283407              
1836   1.11833e-16     8.85978e-20           4.60166e-17           3.4265e-16            1.97524e-17           0.490964              
1837   0.96486         7.01706e-20           9.89656e-24           9.12479e-21           1.43759e-19           7.97396e-20           
1838   7.71088e-18     1.20459e-19           8.69249e-19           2.10397e-17           6.69721e-18           0.617805              
1839   2.59694e-14     1.01951e-19           6.23492e-14           3.19167e-14           1.12907e-16           0.319982              
1840   1.54582e-14     1.30057e-19           2.71553e-14           2.88554e-14           1.86459e-16           0.368399              
1841   3.44225e-17     9.8771e-20            1.16974e-17           1.05335e-16           8.90919e-18           0.508826              
1842   1.34974e-17     7.49584e-20           5.30627e-18           3.997e-17             4.14402e-18           0.512936              
1843   3.13056e-15     8.00474e-20           5.42539e-15           5.90616e-15           5.06447e-17           0.370729              
1844   3.17434e-10     2.49124e-19           1.10931e-09           4.39431e-11           8.81696e-15           0.239026              
1845   6.54931e-14     1.34338e-19           1.43523e-13           9.40749e-14           4.44226e-16           0.335712              
1846   8.71825e-14     1.22638e-19           2.16022e-13           1.00509e-13           2.98661e-16           0.314198              
1847   4.37113e-19     8.49431e-20           1.6669e-20            8.4355e-19            7.39746e-19           0.818309              
1848   9.05401e-18     9.93921e-20           1.11111e-18           2.56624e-17           6.73444e-18           0.597303              
1849   6.07229e-14     1.53899e-19           1.36178e-13           8.41405e-14           3.80478e-16           0.331878              
1850   2.89613e-17     1.2814e-19            9.2901e-18            8.57205e-17           1.12931e-17           0.529556              
1851   3.93433e-17     6.68709e-20           1.77199e-17           1.18506e-16           7.48264e-18           0.49043               
1852   7.91157e-18     8.12699e-20           1.308e-18             2.32277e-17           4.62325e-18           0.571182              
1853   2.57547e-14     1.37793e-19           5.69549e-14           3.64385e-14           2.18965e-16           0.334488              
1854   1.30293e-14     1.28622e-19           2.16405e-14           2.55163e-14           2.16765e-16           0.376085              
1855   4.02317e-18     9.54578e-20           4.62933e-19           1.09198e-17           3.52137e-18           0.622121              
1856   1.24462e-15     1.54565e-19           1.06095e-15           3.38061e-15           9.13529e-17           0.443597              
1857   5.01819e-16     1.22587e-19           3.80409e-16           1.39757e-15           5.10472e-17           0.454611              
1858   9.68936e-17     1.08998e-19           3.12102e-17           2.95918e-16           2.77672e-17           0.513316              
1859   3.66957e-18     1.0212e-19            2.57116e-19           9.59186e-18           3.79158e-18           0.649688              
1860   6.17103e-11     1.3905e-19            2.08169e-10           1.60298e-11           4.7344e-15            0.247942              
1861   3.09861e-16     1.26926e-19           1.31485e-16           9.33075e-16           6.85132e-17           0.496182              
1862   0.77378         5.32885e-20           3.60358e-23           1.68391e-20           1.07122e-19           7.6555e-20            
1863   5.06666e-18     1.05343e-19           2.0324e-19            1.24344e-17           6.33095e-18           0.679594              
1864   1.07744e-12     1.07654e-19           3.26469e-12           6.49428e-13           6.96418e-16           0.273238              
1865   1.93114e-14     1.31733e-19           4.40651e-14           2.59748e-14           1.50048e-16           0.329214              
1866   6.35013e-19     8.36123e-20           1.04101e-20           1.0803e-18            1.2835e-18            0.83941               
1867   4.77608e-19     1.03873e-19           3.52463e-21           5.41426e-19           1.23763e-18           0.958548              
1868   1.45336e-18     9.7877e-20            5.89257e-20           2.93219e-18           2.46452e-18           0.763318              
1869   4.48041e-19     7.24798e-20           1.66761e-20           8.59686e-19           7.76072e-19           0.80986               
1870   2.30795e-17     7.82975e-20           8.7836e-18            6.93937e-17           6.28498e-18           0.50798               
1871   8.03281e-19     8.45266e-20           1.76839e-20           1.53231e-18           1.45193e-18           0.797076              
1872   4.83008         9.09313e-20           9.25191e-22           2.23506e-19           7.33322e-19           5.6657e-20            
1873   4.39172e-18     1.05981e-19           6.16044e-19           1.23888e-17           3.19934e-18           0.599563              
1874   1.20985e-16     1.28425e-19           5.04915e-17           3.67928e-16           2.36202e-17           0.493298              
1875   1.04069e-11     1.50861e-19           3.42117e-11           3.59685e-12           2.21233e-15           0.254273              
1876   5.18364e-18     7.92586e-20           6.57747e-19           1.47232e-17           3.77916e-18           0.596776              
1877   2.20401e-17     6.47902e-20           7.75704e-18           6.69926e-17           5.90725e-18           0.509274              
1878   7.8398e-14      1.53397e-19           1.84183e-13           1.00361e-13           3.7838e-16            0.323834              
1879   4.52642e-18     1.00582e-19           3.30044e-19           1.2141e-17            4.33988e-18           0.636443              
1880   7.66181e-14     1.7438e-19            1.6975e-13            1.08235e-13           4.88513e-16           0.333884              
