Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1728)   P(D|M,rr[2]=0.3657)   P(D|M,rr[3]=0.5439)   P(D|M,rr[4]=0.7331)   P(D|M,rr[5]=0.9506)   P(D|M,rr[6]=1.2228)   P(D|M,rr[7]=1.6122)   P(D|M,rr[8]=2.3989)   Posterior mean        
2396   1.29869e-18     9.63189e-22           2.66455e-19           1.63123e-18           3.05628e-18           2.94859e-18           1.72014e-18           6.26324e-19           1.39492e-19           0.912108              
2397   2.22492         7.47747e-26           3.50779e-22           1.04109e-20           6.57293e-20           1.83066e-19           2.88612e-19           2.75404e-19           1.41334e-19           7.66298e-20           
2398   2.34866e-18     8.44227e-21           1.04198e-18           4.15902e-18           5.78652e-18           4.51521e-18           2.30699e-18           7.98191e-19           1.72918e-19           0.835682              
2399   2.95982e-18     1.90475e-20           1.92851e-18           6.41361e-18           7.44912e-18           4.8785e-18            2.14313e-18           6.83903e-19           1.62766e-19           0.777472              
2400   5.68006         4.3143e-24            6.66255e-21           1.0364e-19            3.90849e-19           6.84935e-19           6.93636e-19           4.31105e-19           1.525e-19             6.3941e-20            
2401   3.3452          4.00968e-25           1.2385e-21            2.8503e-20            1.4718e-19            3.41668e-19           4.47499e-19           3.45695e-19           1.38965e-19           7.04945e-20           
2402   0.563653        2.04706e-27           1.63026e-23           6.76218e-22           5.83477e-21           2.26974e-20           5.26676e-20           8.11738e-20           8.13795e-20           9.24137e-20           
2403   1.79252e-14     1.49908e-14           7.00246e-14           4.28868e-14           1.2901e-14            2.33207e-15           2.51689e-16           1.45467e-17           4.00901e-19           0.443022              
2404   12.72           1.95862e-22           9.19895e-20           6.96291e-19           1.4871e-18            1.59879e-18           1.05302e-18           4.56103e-19           1.32918e-19           5.27155e-20           
2405   4.04027e-18     2.0375e-20            2.26004e-18           8.19106e-18           1.0298e-17            7.17027e-18           3.21771e-18           9.72473e-19           1.923e-19             0.792489              
2406   23.7472         3.99293e-22           1.88849e-19           1.41832e-18           2.95749e-18           3.0356e-18            1.8443e-18            6.95731e-19           1.58029e-19           5.07981e-20           
2407   1.19981         3.76514e-27           5.02961e-23           2.43027e-21           2.12701e-20           7.59204e-20           1.46421e-19           1.66991e-19           1.0725e-19            8.27891e-20           
2408   1.96167         2.32625e-24           2.85209e-21           3.84606e-20           1.31695e-19           2.18572e-19           2.22116e-19           1.54926e-19           8.21152e-20           6.65664e-20           
2409   0.307326        1.42268e-28           1.56416e-24           8.81834e-23           1.05387e-21           5.79736e-21           1.93408e-20           4.33679e-20           6.36318e-20           1.02718e-19           
2410   9.40052         9.01169e-23           4.66314e-20           3.90924e-19           9.4e-19               1.16453e-18           9.07617e-19           4.72382e-19           1.54655e-19           5.6756e-20            
2411   0.399062        6.35552e-28           8.01306e-24           4.11411e-22           3.97497e-21           1.62367e-20           3.77241e-20           5.66597e-20           5.80508e-20           9.25e-20              
2412   0.438942        2.19818e-26           6.58668e-23           1.54739e-21           8.63342e-21           2.35434e-20           4.15918e-20           5.52921e-20           5.96866e-20           8.90651e-20           
2413   21.7604         5.28347e-22           1.69067e-19           1.17344e-18           2.49921e-18           2.76664e-18           1.86705e-18           7.7942e-19            1.81732e-19           5.24923e-20           
2414   9.63681e-18     3.23748e-20           4.49097e-18           1.87051e-17           2.5599e-17            1.82988e-17           7.76524e-18           1.94691e-18           2.56097e-19           0.794262              
2415   1.41776         4.77679e-26           2.65425e-22           7.89706e-21           4.80192e-20           1.26156e-19           1.84563e-19           1.62479e-19           8.54744e-20           7.51359e-20           
2416   2.81557e-18     1.00395e-21           4.58422e-19           3.33528e-18           6.72631e-18           6.6391e-18            3.82172e-18           1.30848e-18           2.34236e-19           0.91319               
2417   1.03118e-18     1.16379e-21           2.94329e-19           1.5998e-18            2.61526e-18           2.17766e-18           1.1006e-18            3.66139e-19           9.45214e-20           0.864094              
2418   3.28041         5.00867e-24           5.90478e-21           7.6458e-20            2.50592e-19           3.94874e-19           3.72769e-19           2.28098e-19           9.39513e-20           6.29411e-20           
2419   2.62578         1.25723e-24           2.10551e-21           3.52379e-20           1.44256e-19           2.79726e-19           3.2344e-19            2.4131e-19            1.12675e-19           6.88577e-20           
2420   0.327508        2.49115e-29           9.43351e-25           8.5596e-23            1.26243e-21           7.37855e-21           2.36976e-20           4.78506e-20           6.17583e-20           1.00096e-19           
2421   0.88123         8.06753e-26           2.39617e-22           5.38432e-21           2.78345e-20           6.76304e-20           1.00632e-19           1.0354e-19            7.69115e-20           7.97454e-20           
2422   13.9191         1.35276e-22           7.71711e-20           6.71904e-19           1.59449e-18           1.83547e-18           1.23076e-18           5.02923e-19           1.23607e-19           5.31629e-20           
2423   11.1116         1.3711e-22            7.43087e-20           6.04247e-19           1.33135e-18           1.42737e-18           9.08224e-19           3.70387e-19           1.02863e-19           5.22347e-20           
2424   0.666226        2.60436e-26           1.00384e-22           2.70846e-21           1.63581e-20           4.5582e-20            7.58911e-20           8.3735e-20            6.45545e-20           8.24583e-20           
2425   0.904681        1.89173e-25           4.74106e-22           9.25771e-21           4.16259e-20           8.67167e-20           1.07526e-19           8.92331e-20           5.75089e-20           7.34321e-20           
2426   6.17721e-18     3.96204e-20           4.1875e-18            1.41928e-17           1.62689e-17           9.9688e-18            3.74272e-18           8.84444e-19           1.3295e-19            0.748377              
2427   0.657659        1.86779e-28           5.35487e-24           3.96638e-22           4.88455e-21           2.38781e-20           6.31032e-20           1.00512e-19           9.24344e-20           9.26468e-20           
2428   0.261151        9.39255e-29           1.67344e-24           1.06912e-22           1.26476e-21           6.36844e-21           1.85934e-20           3.62136e-20           5.07076e-20           1.0042e-19            
2429   0.667148        4.50486e-25           5.64032e-22           7.93502e-21           2.92505e-20           5.49945e-20           6.88991e-20           6.76166e-20           6.00689e-20           7.78695e-20           
2430   7.28251         7.98474e-23           4.15019e-20           3.42308e-19           7.90173e-19           9.14034e-19           6.50439e-19           3.12362e-19           1.07388e-19           5.50316e-20           
2431   4.70479         1.73297e-23           1.30965e-20           1.40511e-19           4.06604e-19           5.80064e-19           5.0246e-19            2.8635e-19            1.11274e-19           6.04101e-20           
2432   1.5616e-18      2.28138e-21           5.18251e-19           2.61693e-18           4.02159e-18           3.17397e-18           1.53969e-18           5.00636e-19           1.19426e-19           0.844911              
2433   5.06264         1.27078e-23           1.38921e-20           1.64968e-19           4.83574e-19           6.58273e-19           5.17113e-19           2.60853e-19           9.68836e-20           5.82798e-20           
2434   3.18685         1.46894e-24           2.49494e-21           4.27401e-20           1.78802e-19           3.50903e-19           4.0195e-19            2.85268e-19           1.19916e-19           6.77746e-20           
2435   2.17934         2.58839e-26           2.03563e-22           7.71267e-21           5.68593e-20           1.75063e-19           2.90985e-19           2.78066e-19           1.36249e-19           7.70489e-20           
2436   3.42881e-18     3.40699e-21           9.15793e-19           5.22517e-18           8.84257e-18           7.46725e-18           3.68771e-18           1.09908e-18           1.89501e-19           0.856521              
2437   5.12943         3.47801e-23           2.13803e-20           1.99166e-19           5.10056e-19           6.47403e-19           4.99068e-19           2.54439e-19           9.29892e-20           5.72449e-20           
2438   3.04633         8.07947e-25           2.01993e-21           3.88229e-20           1.69316e-19           3.35483e-19           3.83253e-19           2.73235e-19           1.19002e-19           6.80954e-20           
2439   5.73495e-18     1.69762e-20           3.04803e-18           1.25746e-17           1.57491e-17           9.90043e-18           3.64322e-18           8.22296e-19           1.24859e-19           0.762759              
2440   2.24627         1.26719e-24           1.74343e-21           2.74799e-20           1.12948e-19           2.27857e-19           2.78437e-19           2.18969e-19           1.06727e-19           7.03676e-20           
2441   0.561639        2.308e-26             8.35434e-23           2.21239e-21           1.32528e-20           3.67475e-20           6.13392e-20           6.98313e-20           6.01054e-20           8.40517e-20           
2442   0.509101        2.74876e-27           2.00314e-23           7.67821e-22           6.15065e-21           2.23445e-20           4.88763e-20           7.19609e-20           7.06674e-20           9.12087e-20           
2443   19.0837         2.21915e-22           1.19568e-19           9.83052e-19           2.22185e-18           2.47466e-18           1.6409e-18            6.75186e-19           1.60795e-19           5.26669e-20           
2444   4.10952e-17     1.25259e-18           5.7559e-17            1.21126e-16           9.48392e-17           4.105e-17             1.09375e-17           1.81026e-18           1.87771e-19           0.646187              
2445   2.27126e-18     3.51425e-21           7.81018e-19           3.90883e-18           5.95087e-18           4.60157e-18           2.13663e-18           6.46035e-19           1.41582e-19           0.833421              
2446   15.2894         1.6075e-22            9.00708e-20           7.59996e-19           1.747e-18             1.96724e-18           1.32632e-18           5.78727e-19           1.61212e-19           5.34587e-20           
2447   0.648495        1.4067e-27            1.92091e-23           9.4767e-22            8.54923e-21           3.21069e-20           6.77573e-20           9.12315e-20           8.06281e-20           8.87945e-20           
2448   2.25286e-17     1.59164e-19           1.65348e-17           5.45342e-17           5.99944e-17           3.45553e-17           1.17952e-17           2.3892e-18            2.66208e-19           0.729532              
2449   12.8559         2.69646e-22           8.82197e-20           6.31953e-19           1.3971e-18            1.61826e-18           1.16147e-18           5.335e-19             1.44595e-19           5.41179e-20           
2450   1.92696e-17     8.30335e-20           1.0313e-17            3.99103e-17           5.14999e-17           3.48894e-17           1.39388e-17           3.18074e-18           3.41491e-19           0.774589              
2451   1.62736         5.16326e-26           2.95165e-22           8.90964e-21           5.45378e-20           1.43653e-19           2.10991e-19           1.88083e-19           9.92851e-20           7.5344e-20            
2452   11.6976         1.95761e-23           2.36593e-20           3.09417e-19           1.00663e-18           1.53333e-18           1.33577e-18           6.84796e-19           1.794e-19             5.92039e-20           
2453   1.26732         1.12795e-24           1.5567e-21            2.25675e-20           8.14832e-20           1.40628e-19           1.46143e-19           1.01827e-19           5.54068e-20           6.72727e-20           
2454   6.66526         4.09151e-23           2.51219e-20           2.38363e-19           6.30334e-19           8.3562e-19            6.77466e-19           3.59442e-19           1.24208e-19           5.81595e-20           
2455   14.3098         2.12001e-23           2.73522e-20           3.73638e-19           1.24873e-18           1.9167e-18            1.64022e-18           8.00336e-19           1.9889e-19            5.87349e-20           
2456   1.4691e-17      6.41775e-20           8.17764e-18           3.12653e-17           3.92649e-17           2.58352e-17           1.01976e-17           2.42384e-18           2.9938e-19            0.769593              
2457   1.22116         1.28795e-24           1.55907e-21           2.08692e-20           7.16228e-20           1.21729e-19           1.32655e-19           1.0799e-19            7.31672e-20           7.08321e-20           
2458   3.61184e-18     3.06534e-21           8.56949e-19           5.15732e-18           9.23981e-18           8.19265e-18           4.1167e-18            1.15626e-18           1.71996e-19           0.864929              
2459   1.26553         1.53846e-25           4.34768e-22           9.40196e-21           4.67971e-20           1.08868e-19           1.52773e-19           1.42581e-19           8.79798e-20           7.61345e-20           
2460   0.700754        3.45199e-27           3.20538e-23           1.3835e-21            1.15479e-20           4.0665e-20            7.96158e-20           9.61925e-20           7.44668e-20           8.5436e-20            
2461   0.256677        1.75822e-28           2.7371e-24            1.55186e-22           1.6404e-21            7.42687e-21           1.9678e-20            3.53613e-20           4.70515e-20           9.85133e-20           
2462   7.68349         2.66927e-23           2.61546e-20           2.86846e-19           7.87221e-19           1.01208e-18           7.53249e-19           3.53265e-19           1.13344e-19           5.6409e-20            
2463   0.167614        2.89782e-30           1.56956e-25           1.7333e-23            3.00873e-22           2.07493e-21           8.08804e-21           2.11311e-20           4.10788e-20           1.07913e-19           
2464   0.390139        2.7724e-27            1.67037e-23           5.64964e-22           4.16238e-21           1.45176e-20           3.2244e-20            5.24184e-20           6.52717e-20           9.53759e-20           
2465   2.83024         2.09906e-25           8.14471e-22           2.11241e-20           1.17073e-19           2.83122e-19           3.79457e-19           2.99251e-19           1.26577e-19           7.14098e-20           
2466   4.62104e-18     1.33773e-20           2.43837e-18           1.01367e-17           1.27132e-17           7.95141e-18           2.91e-18              6.80488e-19           1.24673e-19           0.763933              
2467   2.14556         3.95565e-25           1.05311e-21           2.16076e-20           1.01197e-19           2.1689e-19            2.70381e-19           2.13206e-19           1.06151e-19           7.11647e-20           
2468   2.60984e-18     3.2167e-21            7.49226e-19           3.9737e-18            6.52473e-18           5.56242e-18           2.90034e-18           9.65535e-19           1.99571e-19           0.86639               
2469   0.979971        2.53937e-25           5.69092e-22           1.03152e-20           4.42469e-20           9.0668e-20            1.14636e-19           9.99945e-20           6.45642e-20           7.40733e-20           
2470   2.14063         3.0435e-25            8.67511e-22           1.86208e-20           9.09348e-20           2.04304e-19           2.69767e-19           2.27031e-19           1.16827e-19           7.28446e-20           
2471   0.422527        1.63496e-27           1.3008e-23            5.27652e-22           4.424e-21             1.67652e-20           3.83203e-20           5.94814e-20           6.37103e-20           9.32062e-20           
2472   2.66025         7.40192e-25           1.55703e-21           3.01913e-20           1.37589e-19           2.86893e-19           3.42237e-19           2.48928e-19           1.06302e-19           6.88565e-20           
2473   2.26274e-18     1.97173e-21           5.23654e-19           3.06639e-18           5.4804e-18            5.03663e-18           2.80481e-18           9.825e-19             2.056e-19             0.89341               
2474   7.35789e-18     1.01567e-20           2.50227e-18           1.31251e-17           2.01814e-17           1.50972e-17           6.30219e-18           1.46332e-18           1.81532e-19           0.810426              
2475   4.37738         7.52246e-24           8.61278e-21           1.08833e-19           3.48161e-19           5.3483e-19            4.91548e-19           2.92431e-19           1.13965e-19           6.20213e-20           
2476   1.68693         3.18736e-25           8.28523e-22           1.65389e-20           7.57474e-20           1.61391e-19           2.06482e-19           1.74824e-19           9.57761e-20           7.27909e-20           
2477   0.847157        2.24337e-27           3.06449e-23           1.49961e-21           1.33134e-20           4.85932e-20           9.73856e-20           1.18986e-19           8.75873e-20           8.52559e-20           
2478   2.36353e-18     3.98725e-21           8.30069e-19           3.99994e-18           6.01966e-18           4.76006e-18           2.35428e-18           7.73601e-19           1.66606e-19           0.843222              
2479   0.415585        1.36963e-27           1.5677e-23            6.83625e-22           5.61954e-21           1.97986e-20           4.0605e-20            5.59527e-20           5.75561e-20           9.06087e-20           
2480   5.69675         2.15906e-23           1.59342e-20           1.7081e-19            4.96778e-19           7.11996e-19           6.14858e-19           3.40778e-19           1.19395e-19           5.98467e-20           
2481   0.519279        2.91953e-27           2.25653e-23           8.93805e-22           7.2356e-21            2.58592e-20           5.3784e-20            7.25712e-20           6.4835e-20            8.87471e-20           
2482   14.4263         2.28983e-22           1.06521e-19           8.0217e-19            1.70515e-18           1.82e-18              1.18299e-18           5.00175e-19           1.39159e-19           5.23553e-20           
2483   5.64258         3.41785e-23           2.22581e-20           2.14652e-19           5.61955e-19           7.20984e-19           5.54568e-19           2.76777e-19           9.58501e-20           5.70784e-20           
2484   0.735058        8.25849e-27           5.82855e-23           2.07495e-21           1.48791e-20           4.64701e-20           8.35687e-20           9.70685e-20           7.46608e-20           8.40095e-20           
2485   2.52451e-16     3.34887e-17           6.2674e-16            7.89433e-16           4.14594e-16           1.27087e-16           2.48674e-17           3.14204e-18           2.55372e-19           0.557137              
2486   9.89006         1.31415e-23           1.70128e-20           2.34664e-19           7.99809e-19           1.27199e-18           1.1577e-18            6.27047e-19           1.80893e-19           6.05396e-20           
2487   1.53643         2.53807e-25           7.02789e-22           1.46853e-20           6.94653e-20           1.50138e-19           1.90035e-19           1.55616e-19           8.56768e-20           7.24637e-20           
2488   2.29413         1.17331e-24           1.9261e-21            3.24259e-20           1.33542e-19           2.56663e-19           2.85549e-19           1.97293e-19           8.75192e-20           6.74237e-20           
2489   5.70566         7.36222e-24           8.82431e-21           1.17744e-19           4.01901e-19           6.6762e-19            6.73581e-19           4.39697e-19           1.65061e-19           6.40826e-20           
2490   7.2689          3.85418e-23           2.61057e-20           2.59739e-19           6.99876e-19           9.23397e-19           7.3112e-19            3.78662e-19           1.33445e-19           5.78896e-20           
2491   2.56867e-18     4.56493e-21           9.37613e-19           4.45425e-18           6.58928e-18           5.10403e-18           2.47342e-18           8.08624e-19           1.77583e-19           0.837175              
2492   1.38252e-18     1.12559e-21           3.29925e-19           1.97334e-18           3.47265e-18           3.05817e-18           1.59383e-18           5.1776e-19            1.13333e-19           0.877279              
2493   1.82291         9.50502e-25           1.45325e-21           2.31225e-20           9.22452e-20           1.79215e-19           2.15972e-19           1.78208e-19           1.00345e-19           7.15348e-20           
2494   0.99033         1.30184e-27           2.10539e-23           1.17948e-21           1.1863e-20            4.88151e-20           1.09665e-19           1.47578e-19           1.10366e-19           8.74106e-20           
2495   23.6662         1.90729e-22           1.14834e-19           1.05247e-18           2.62848e-18           3.17346e-18           2.2024e-18            8.95827e-19           1.95921e-19           5.36929e-20           
2496   0.958187        1.28396e-25           3.46613e-22           7.22553e-21           3.48966e-20           7.9468e-20            1.10968e-19           1.0709e-19            7.55524e-20           7.759e-20             
2497   14.5115         1.48534e-22           7.89032e-20           6.6134e-19            1.55687e-18           1.84566e-18           1.34062e-18           6.31279e-19           1.78546e-19           5.48694e-20           
2498   1.22137         4.94922e-26           1.87077e-22           5.05442e-21           3.06289e-20           8.55558e-20           1.42728e-19           1.56596e-19           1.08936e-19           8.13546e-20           
2499   2.76641         1.96328e-23           1.1137e-20            9.95788e-20           2.51859e-19           3.26848e-19           2.71476e-19           1.61891e-19           7.69292e-20           6.01457e-20           
2500   0.679917        2.90428e-26           1.09284e-22           2.90755e-21           1.72306e-20           4.68697e-20           7.63705e-20           8.41497e-20           6.72295e-20           8.25715e-20           
2501   5.08469e-17     1.5667e-18            7.17662e-17           1.50511e-16           1.17066e-16           5.01371e-17           1.3241e-17            2.23433e-18           2.52523e-19           0.644739              
2502   1.84138e-18     1.07798e-21           3.36095e-19           2.21175e-18           4.34425e-18           4.29829e-18           2.50195e-18           8.68761e-19           1.68852e-19           0.913865              
2503   3.84751         1.48875e-24           3.27308e-21           5.71522e-20           2.30668e-19           4.30617e-19           4.73774e-19           3.33078e-19           1.40026e-19           6.7023e-20            
2504   7.75748         8.46699e-24           1.19722e-20           1.73686e-19           6.1206e-19            9.95269e-19           9.18435e-19           5.02004e-19           1.50836e-19           6.10369e-20           
2505   6.66099         6.97825e-23           3.61821e-20           2.98462e-19           6.96159e-19           8.26221e-19           6.13095e-19           3.09173e-19           1.09381e-19           5.59587e-20           
2506   8.94339         3.50936e-23           2.4931e-20            2.64259e-19           7.73611e-19           1.12742e-18           9.86914e-19           5.37079e-19           1.64327e-19           5.95224e-20           
2507   13.5462         2.25337e-22           1.02675e-19           7.64624e-19           1.61584e-18           1.71731e-18           1.10432e-18           4.51298e-19           1.18429e-19           5.19766e-20           
2508   3.69697         1.38879e-24           3.2885e-21            5.94391e-20           2.41723e-19           4.41732e-19           4.58047e-19           2.89195e-19           1.09877e-19           6.49381e-20           
2509   12.7629         4.88549e-22           1.39674e-19           8.60807e-19           1.61266e-18           1.55651e-18           9.16992e-19           3.50929e-19           9.69856e-20           4.99596e-20           
2510   0.705546        7.74454e-27           4.93626e-23           1.77439e-21           1.31272e-20           4.26651e-20           7.98578e-20           9.51097e-20           7.33982e-20           8.47255e-20           
2511   1.97724         1.9448e-24            2.58532e-21           3.65908e-20           1.2962e-19            2.205e-19             2.27697e-19           1.58996e-19           8.14984e-20           6.67444e-20           
2512   1.38141e-17     1.09605e-19           1.08003e-17           3.4185e-17            3.64002e-17           2.04951e-17           6.92876e-18           1.41829e-18           1.75176e-19           0.723092              
2513   0.129957        4.6517e-31            3.6581e-26            5.13093e-24           1.10166e-22           9.36536e-22           4.52902e-21           1.48177e-20           3.59612e-20           1.12216e-19           
2514   1.66227         7.11995e-26           3.78364e-22           1.07579e-20           6.22318e-20           1.54917e-19           2.1495e-19            1.82112e-19           9.55484e-20           7.40349e-20           
2515   0.348688        8.83828e-29           2.54165e-24           1.88035e-22           2.31049e-21           1.13055e-20           3.02848e-20           5.08052e-20           5.63227e-20           9.55703e-20           
2516   1.91016e-18     2.67563e-21           6.11789e-19           3.13068e-18           4.89721e-18           3.94069e-18           1.93664e-18           6.21289e-19           1.40281e-19           0.848735              
2517   3.96291         3.81629e-23           1.96934e-20           1.65201e-19           3.96561e-19           4.87411e-19           3.74851e-19           1.96527e-19           7.8355e-20            5.7228e-20            
2518   1.75889         2.24629e-25           6.79842e-22           1.53156e-20           7.71976e-20           1.74773e-19           2.25104e-19           1.78825e-19           9.09032e-20           7.19871e-20           
2519   7.1971e-16      1.28394e-16           2.07931e-15           2.26136e-15           1.00077e-15           2.47687e-16           3.67074e-17           3.26595e-18           1.93691e-19           0.526647              
2520   0.843559        9.47568e-27           6.42899e-23           2.2853e-21            1.66277e-20           5.30491e-20           9.72057e-20           1.13133e-19           8.34707e-20           8.37781e-20           
2521   0.492359        1.95533e-27           1.58848e-23           6.60737e-22           5.6343e-21            2.13399e-20           4.7513e-20            6.96754e-20           6.86872e-20           9.1392e-20            
2522   0.915226        5.69178e-26           2.04255e-22           5.2044e-21            2.93739e-20           7.50292e-20           1.11685e-19           1.06907e-19           6.85119e-20           7.77183e-20           
2523   20.8827         2.73523e-22           1.41019e-19           1.13236e-18           2.50288e-18           2.70623e-18           1.72341e-18           6.82389e-19           1.67876e-19           5.19889e-20           
2524   1.30966         5.78556e-25           8.02249e-22           1.27236e-20           5.34089e-20           1.13401e-19           1.53082e-19           1.43046e-19           9.15116e-20           7.55443e-20           
2525   0.655858        3.51303e-26           1.18009e-22           2.91601e-21           1.64575e-20           4.37029e-20           7.1528e-20            8.16296e-20           6.80808e-20           8.34065e-20           
2526   1.89751e-18     2.30183e-21           5.27756e-19           2.79485e-18           4.64198e-18           4.062e-18             2.20763e-18           7.73893e-19           1.69678e-19           0.878282              
2527   3.23726         2.53311e-24           3.53357e-21           5.32783e-20           2.0219e-19            3.66899e-19           3.94899e-19           2.69124e-19           1.14009e-19           6.63195e-20           
2528   3.06051e-18     4.99833e-21           1.06398e-18           5.2028e-18            7.89189e-18           6.21901e-18           2.99735e-18           9.22354e-19           1.81665e-19           0.837508              
2529   2.87987         3.13416e-24           4.13575e-21           5.84673e-20           2.05914e-19           3.4318e-19            3.36728e-19           2.11002e-19           8.95149e-20           6.41164e-20           
2530   1.30005e-17     5.51083e-20           7.26027e-18           2.79968e-17           3.50684e-17           2.27492e-17           8.69318e-18           1.94894e-18           2.31777e-19           0.764937              
2531   2.2293e-15      3.76482e-16           6.30234e-15           7.03764e-15           3.18686e-15           8.02304e-16           1.18589e-16           9.77475e-18           4.1001e-19            0.53034               
2532   0.854222        8.0055e-25            9.06648e-22           1.18875e-20           4.15429e-20           7.49573e-20           9.04932e-20           8.42574e-20           6.6414e-20            7.52618e-20           
2533   5.8215e-18      1.06414e-20           2.33381e-18           1.12305e-17           1.6039e-17            1.1261e-17            4.49821e-18           1.05057e-18           1.4826e-19            0.793981              
2534   2.06009e-17     1.26743e-19           1.36371e-17           4.71338e-17           5.49102e-17           3.37693e-17           1.23241e-17           2.6203e-18            2.85468e-19           0.746225              
2535   22.4035         2.18115e-22           1.21708e-19           1.05801e-18           2.53877e-18           2.97798e-18           2.02961e-18           8.16162e-19           1.73493e-19           5.31506e-20           
2536   7.61778e-17     2.19875e-18           1.03555e-16           2.22988e-16           1.7817e-16            7.81784e-17           2.07701e-17           3.28082e-18           2.81339e-19           0.649525              
2537   2.87715         2.51971e-25           1.15993e-21           2.89971e-20           1.47089e-19           3.17671e-19           3.7577e-19            2.64833e-19           1.12245e-19           6.87196e-20           
2538   1.84305e-18     2.34451e-21           5.32309e-19           2.79286e-18           4.58428e-18           3.93727e-18           2.07029e-18           6.85018e-19           1.39997e-19           0.867429              
2539   6.80238         1.27973e-23           1.06293e-20           1.32346e-19           4.58502e-19           7.96409e-19           8.34154e-19           5.37388e-19           1.80619e-19           6.41094e-20           
2540   1.54662         2.11107e-25           6.25481e-22           1.3782e-20            6.81151e-20           1.5218e-19            1.95766e-19           1.58157e-19           8.21128e-20           7.22276e-20           
2541   4.22441e-18     2.28952e-20           2.52414e-18           8.91858e-18           1.07996e-17           7.21227e-18           3.14618e-18           9.67991e-19           2.03581e-19           0.782588              
2542   0.815862        1.01202e-26           6.5359e-23            2.24691e-21           1.59682e-20           5.02392e-20           9.18871e-20           1.08782e-19           8.46347e-20           8.44926e-20           
2543   2.78312e-17     2.44988e-19           2.30148e-17           7.04364e-17           7.2929e-17            4.00044e-17           1.31492e-17           2.58893e-18           2.81455e-19           0.714996              
2544   12.5008         2.13202e-22           7.76578e-20           5.84054e-19           1.32423e-18           1.561e-18             1.15004e-18           5.58679e-19           1.65476e-19           5.50447e-20           
2545   0.392558        7.96811e-29           2.08149e-24           1.59898e-22           2.09487e-21           1.10598e-20           3.2192e-20            5.84872e-20           6.62488e-20           9.70286e-20           
2546   4.57729e-17     1.24423e-18           5.88502e-17           1.29792e-16           1.08167e-16           5.05529e-17           1.46841e-17           2.62308e-18           2.68993e-19           0.662286              
2547   3.61498         1.13695e-24           2.76451e-21           5.18923e-20           2.20539e-19           4.2224e-19            4.57429e-19           2.98482e-19           1.14397e-19           6.59512e-20           
2548   5.7029          3.03714e-23           1.99092e-20           1.95469e-19           5.28676e-19           7.1321e-19            5.8736e-19            3.16505e-19           1.12081e-19           5.86665e-20           
2549   0.908273        6.39015e-26           1.99981e-22           4.80779e-21           2.67421e-20           6.95432e-20           1.08193e-19           1.10235e-19           7.41791e-20           7.93218e-20           
2550   5.56661         8.1934e-24            9.72623e-21           1.282e-19             4.28473e-19           6.85135e-19           6.46994e-19           3.82093e-19           1.33501e-19           6.21144e-20           
2551   3.96923e-18     2.92994e-20           2.95383e-18           9.5401e-18            1.03874e-17           6.03874e-18           2.17501e-18           5.2489e-19            1.04532e-19           0.736501              
2552   4.10639         6.84153e-25           1.96078e-21           4.18424e-20           2.00693e-19           4.35322e-19           5.39172e-19           4.02054e-19           1.5982e-19            6.92613e-20           
2553   21.1375         4.98215e-22           2.11869e-19           1.45591e-18           2.78534e-18           2.61759e-18           1.45579e-18           5.14332e-19           1.25609e-19           4.91455e-20           
2554   7.13571e-17     3.38447e-18           1.27273e-16           2.25056e-16           1.48137e-16           5.34426e-17           1.17691e-17           1.63467e-18           1.60716e-19           0.606728              
2555   18.484          2.50257e-22           1.23799e-19           9.77633e-19           2.16232e-18           2.37899e-18           1.56652e-18           6.46347e-19           1.60279e-19           5.25182e-20           
2556   2.15003         7.33088e-25           1.64197e-21           2.90087e-20           1.18566e-19           2.26038e-19           2.59005e-19           1.97428e-19           1.0074e-19            6.94667e-20           
2557   7.16816e-17     2.08923e-18           9.882e-17             2.1206e-16            1.67493e-16           7.1789e-17            1.8283e-17            2.69798e-18           2.20246e-19           0.64541               
2558   1.08201         1.57321e-25           4.34701e-22           9.20851e-21           4.46121e-20           9.96929e-20           1.31822e-19           1.14289e-19           6.91894e-20           7.44062e-20           
2559   0.320403        4.24027e-28           5.84225e-24           3.00621e-22           2.89521e-21           1.18753e-20           2.81214e-20           4.43009e-20           5.14534e-20           9.473e-20             
2560   2.45095e-18     4.30353e-21           9.01104e-19           4.32378e-18           6.39438e-18           4.87755e-18           2.27205e-18           6.90322e-19           1.44089e-19           0.828433              
2561   3.92417e-18     4.25385e-21           1.09273e-18           6.04128e-18           1.00519e-17           8.48131e-18           4.24279e-18           1.27402e-18           2.05019e-19           0.855346              
2562   7.00326         5.34866e-23           3.15508e-20           2.86019e-19           7.17115e-19           8.92944e-19           6.72569e-19           3.28643e-19           1.08288e-19           5.62906e-20           
2563   2.19097         5.40588e-24           5.61068e-21           6.48386e-20           1.88798e-19           2.62672e-19           2.22025e-19           1.3385e-19            7.23842e-20           6.19794e-20           
2564   0.367101        2.62388e-27           1.77412e-23           6.33161e-22           4.71948e-21           1.60045e-20           3.32274e-20           4.88928e-20           5.57096e-20           9.26581e-20           
